frame,t_sec,track_id,cls,team,x,y
15,0.6,3,player,1,56.22,59.97
15,0.6,2,player,1,81.15,59.2
15,0.6,6,player,1,91.07,45.68
15,0.6,5,player,0,54.13,51.1
15,0.6,1,referee,3,106.21,80.45
15,0.6,8,player,1,83.61,36.46
15,0.6,7,referee,3,71.95,41.03
15,0.6,4,player,1,86.4,27.86
15,0.6,9,player,0,71.54,33.03
15,0.6,12,player,0,48.04,26.86
15,0.6,11,player,0,59.46,32.25
15,0.6,10,player,0,51.79,36.73
20,0.8,2,player,1,81.43,59.23
20,0.8,3,player,1,56.72,60.27
20,0.8,5,player,0,54.77,51.85
20,0.8,8,player,1,83.28,34.44
20,0.8,1,referee,3,106.18,80.39
20,0.8,6,player,1,90.82,46.33
20,0.8,13,player,1,73.27,34.73
20,0.8,10,player,0,51.86,36.38
20,0.8,12,player,0,48.29,27.24
20,0.8,4,player,1,86.38,28.03
20,0.8,11,player,0,59.68,32.56
20,0.8,9,player,0,71.34,33.93
20,0.8,7,referee,3,71.6,40.86
25,1.0,3,player,1,57.26,60.58
25,1.0,6,player,1,90.56,48.05
25,1.0,13,player,1,73.17,35.32
25,1.0,2,player,1,81.9,59.82
25,1.0,1,referee,3,106.09,80.33
25,1.0,8,player,1,83.37,34.49
25,1.0,9,player,0,71.06,34.42
25,1.0,4,player,1,86.48,28.2
25,1.0,7,referee,3,71.14,40.38
25,1.0,12,player,0,48.63,27.81
25,1.0,10,player,0,51.78,36.33
25,1.0,11,player,0,59.78,32.67
25,1.0,14,player,0,52.95,41.38
25,1.0,5,player,0,55.08,52.09
30,1.2,2,player,1,82.24,60.63
30,1.2,1,referee,3,106.03,80.27
30,1.2,3,player,1,57.75,60.64
30,1.2,6,player,1,90.21,48.1
30,1.2,5,player,0,55.78,52.94
30,1.2,13,player,1,73.48,36.59
30,1.2,8,player,1,83.45,34.64
30,1.2,4,player,1,86.72,28.71
30,1.2,10,player,0,51.89,36.65
30,1.2,12,player,0,48.88,28.23
30,1.2,7,referee,3,70.93,40.44
30,1.2,14,player,0,53.19,42.29
30,1.2,11,player,0,60.12,33.4
30,1.2,9,player,0,71.09,35.85
35,1.4,2,player,1,91.5,66.71
35,1.4,8,player,1,95.63,40.78
35,1.4,1,referee,3,96.62,67.03
35,1.4,15,player,1,77.66,68.39
35,1.4,6,player,1,95.93,49.72
35,1.4,5,player,0,78.78,84.23
35,1.4,13,player,1,91.48,48.27
35,1.4,4,player,1,97.61,33.36
35,1.4,10,player,0,78.77,67.13
35,1.4,14,player,0,78.58,73.54
35,1.4,9,player,0,90.33,49.78
35,1.4,16,player,1,84.1,51.89
35,1.4,11,player,0,85.16,54.26
35,1.4,7,referee,3,89.55,54.05
35,1.4,12,player,0,78.22,57.46
40,1.6,6,player,1,95.98,49.8
40,1.6,8,player,1,95.72,40.83
40,1.6,2,player,1,91.57,67.0
40,1.6,15,player,1,77.4,68.55
40,1.6,13,player,1,91.47,49.14
40,1.6,7,referee,3,89.42,54.14
40,1.6,9,player,0,90.12,50.38
40,1.6,4,player,1,97.72,33.73
40,1.6,17,player,0,85.48,45.45
40,1.6,19,player,1,75.65,52.77
40,1.6,1,referee,3,96.65,66.98
40,1.6,10,player,0,78.59,67.3
40,1.6,14,player,0,78.42,74.25
40,1.6,12,player,0,78.21,57.82
40,1.6,16,player,1,83.93,52.07
40,1.6,18,player,0,96.89,32.7
40,1.6,11,player,0,85.16,55.0
45,1.8,2,player,1,70.13,48.91
45,1.8,13,player,1,82.97,38.11
45,1.8,8,player,1,89.2,34.54
45,1.8,12,player,0,76.62,37.17
45,1.8,10,player,0,67.92,44.92
45,1.8,1,referee,3,71.22,49.65
45,1.8,17,player,0,87.7,31.62
45,1.8,9,player,0,81.42,38.81
45,1.8,15,player,1,66.93,45.09
45,1.8,16,player,1,81.94,35.71
45,1.8,14,player,0,62.07,49.85
45,1.8,11,player,0,78.98,38.86
45,1.8,7,referee,3,79.7,40.06
50,2.0,13,player,1,82.05,39.65
50,2.0,8,player,1,88.45,35.38
50,2.0,16,player,1,81.19,36.91
50,2.0,2,player,1,70.84,50.49
50,2.0,12,player,0,75.75,38.82
50,2.0,1,referee,3,72.73,50.45
50,2.0,14,player,0,62.63,52.07
50,2.0,9,referee,3,79.62,41.18
50,2.0,11,player,0,78.36,40.4
50,2.0,15,player,1,67.3,46.71
50,2.0,10,player,0,67.71,47.02
50,2.0,17,player,0,86.67,32.42
55,2.2,14,player,0,62.28,53.19
55,2.2,2,player,1,70.53,51.26
55,2.2,9,referee,3,79.13,41.84
55,2.2,21,player,1,99.13,24.03
55,2.2,17,player,0,86.47,32.79
55,2.2,15,player,1,67.45,47.11
55,2.2,11,player,0,78.01,41.1
55,2.2,16,player,1,80.86,37.51
55,2.2,1,referee,3,72.52,51.01
55,2.2,10,player,0,67.38,47.97
55,2.2,13,player,1,81.72,40.18
55,2.2,12,player,0,75.01,40.01
55,2.2,8,player,1,88.17,35.72
55,2.2,20,player,0,85.56,29.57
60,2.4,2,player,1,70.18,51.65
60,2.4,22,player,1,81.32,42.34
60,2.4,1,referee,3,73.06,50.67
60,2.4,14,player,0,61.78,53.57
60,2.4,13,player,1,81.07,40.77
60,2.4,17,player,0,86.3,32.8
60,2.4,8,player,1,88.02,35.83
60,2.4,21,player,1,99.06,23.79
60,2.4,16,player,1,80.6,37.63
60,2.4,10,player,0,67.07,48.2
60,2.4,11,player,0,77.6,41.45
60,2.4,12,player,0,74.43,40.32
60,2.4,9,referee,3,79.0,41.86
60,2.4,20,player,0,84.86,29.92
60,2.4,15,player,1,68.0,46.32
65,2.6,2,player,1,66.97,40.73
65,2.6,9,referee,3,78.09,35.98
65,2.6,22,player,1,80.48,35.85
65,2.6,13,player,1,80.43,35.33
65,2.6,1,referee,3,70.23,40.01
65,2.6,12,player,0,74.23,36.07
65,2.6,16,player,1,80.45,34.38
65,2.6,8,player,1,88.78,32.55
65,2.6,20,player,0,85.2,31.73
65,2.6,11,player,0,76.57,36.14
65,2.6,4,player,0,95.04,30.21
65,2.6,15,player,1,69.27,37.83
65,2.6,7,player,0,77.32,36.21
65,2.6,21,player,1,100.15,27.65
65,2.6,14,player,0,59.31,42.11
65,2.6,17,player,0,85.86,32.46
70,2.8,22,player,1,79.99,35.94
70,2.8,2,player,1,65.79,40.78
70,2.8,14,player,0,57.97,42.29
70,2.8,16,player,1,79.32,34.88
70,2.8,13,player,1,79.06,35.79
70,2.8,1,referee,3,69.2,40.02
70,2.8,21,player,1,100.3,28.0
70,2.8,17,player,0,84.86,33.02
70,2.8,20,player,0,83.37,32.71
70,2.8,7,player,0,76.07,36.56
70,2.8,11,player,0,75.44,36.53
70,2.8,9,referee,3,77.04,36.3
70,2.8,15,player,1,66.48,38.93
70,2.8,8,player,1,88.2,32.87
70,2.8,12,player,0,72.87,36.58
70,2.8,4,player,0,94.5,30.65
75,3.0,2,player,1,65.3,41.32
75,3.0,22,player,1,79.44,36.3
75,3.0,13,player,1,78.3,36.27
75,3.0,24,player,0,79.59,36.1
75,3.0,16,player,1,78.71,35.37
75,3.0,23,player,1,93.57,31.03
75,3.0,11,player,0,74.87,37.04
75,3.0,14,player,0,56.95,43.26
75,3.0,12,player,0,71.48,37.51
75,3.0,9,referee,3,76.23,36.81
75,3.0,20,player,0,82.46,33.28
75,3.0,21,player,1,99.67,28.13
75,3.0,1,referee,3,69.07,40.33
75,3.0,15,player,1,65.41,39.82
75,3.0,17,player,0,84.41,33.38
75,3.0,4,player,0,93.8,30.87
80,3.2,25,player,0,55.49,44.59
80,3.2,2,player,1,65.72,41.4
80,3.2,22,player,1,80.03,36.09
80,3.2,24,player,0,79.64,36.05
80,3.2,15,player,1,66.54,39.24
80,3.2,9,referee,3,76.59,36.57
80,3.2,14,player,0,57.16,43.32
80,3.2,1,referee,3,69.38,40.45
80,3.2,17,player,0,84.98,32.85
80,3.2,13,player,1,78.18,36.25
80,3.2,12,player,0,72.2,36.97
80,3.2,21,player,1,99.75,27.59
80,3.2,20,player,0,82.33,32.9
80,3.2,11,player,0,75.53,36.64
80,3.2,26,referee,3,116.12,18.66
80,3.2,23,player,1,93.52,30.79
85,3.4,25,player,0,54.48,45.24
85,3.4,22,player,1,79.7,36.38
85,3.4,2,player,1,65.73,41.62
85,3.4,23,player,1,93.39,30.91
85,3.4,1,referee,3,68.69,40.92
85,3.4,15,player,1,66.18,39.57
85,3.4,16,player,1,78.92,35.18
85,3.4,13,player,1,77.84,36.53
85,3.4,20,player,0,82.08,33.14
85,3.4,9,referee,3,76.17,36.85
85,3.4,11,player,0,74.57,37.2
85,3.4,14,player,0,56.41,43.86
85,3.4,4,player,0,93.76,30.69
85,3.4,12,player,0,71.65,37.37
85,3.4,27,player,1,76.97,35.13
85,3.4,21,player,1,99.04,27.89
85,3.4,17,player,0,85.06,32.93
85,3.4,24,player,0,79.01,36.44
85,3.4,26,referee,3,114.84,19.23
90,3.6,22,player,1,91.89,51.22
90,3.6,2,player,1,82.27,63.7
90,3.6,25,player,0,59.09,59.56
90,3.6,15,player,1,42.12,40.85
90,3.6,24,player,0,81.56,49.8
90,3.6,13,player,1,67.76,44.97
90,3.6,14,player,0,48.57,51.13
90,3.6,23,player,1,83.27,33.22
90,3.6,12,player,0,41.34,37.9
90,3.6,17,player,0,51.43,33.76
90,3.6,7,referee,3,59.23,43.09
90,3.6,4,player,0,80.36,32.18
90,3.6,20,player,0,39.99,32.04
90,3.6,11,player,0,54.07,41.94
90,3.6,26,referee,3,32.18,16.98
90,3.6,21,player,1,57.76,24.81
95,3.8,2,player,1,82.42,63.25
95,3.8,22,player,1,91.85,51.39
95,3.8,25,player,0,59.5,59.72
95,3.8,7,referee,3,57.83,42.49
95,3.8,14,player,0,48.57,51.2
95,3.8,15,player,1,41.41,40.44
95,3.8,11,player,0,53.5,41.59
95,3.8,20,player,0,39.35,31.46
95,3.8,12,player,0,40.81,37.58
95,3.8,17,player,0,51.36,33.72
100,4.0,22,player,1,65.85,54.41
100,4.0,2,player,1,65.55,54.24
100,4.0,25,player,0,65.27,52.46
100,4.0,15,player,1,64.87,46.91
100,4.0,12,player,0,64.81,45.43
100,4.0,14,player,0,65.1,50.64
100,4.0,4,player,1,66.27,50.79
100,4.0,7,referee,3,65.29,49.78
100,4.0,27,player,1,64.76,43.75
100,4.0,20,player,0,64.64,40.87
105,4.2,28,player,1,54.55,46.91
105,4.2,2,player,1,64.95,43.52
105,4.2,14,player,0,53.82,46.92
105,4.2,15,player,1,63.08,41.44
105,4.2,25,player,0,54.89,47.33
105,4.2,27,player,1,72.74,36.77
105,4.2,20,player,0,77.89,34.08
110,4.4,25,player,0,65.54,49.14
110,4.4,28,player,1,65.89,48.36
110,4.4,15,player,1,67.28,45.13
110,4.4,14,player,0,66.08,47.96
110,4.4,27,player,1,68.4,42.38
110,4.4,18,player,0,70.08,32.63
115,4.6,28,player,1,63.49,67.78
115,4.6,29,player,0,60.81,61.87
115,4.6,14,player,0,60.74,67.58
115,4.6,11,referee,3,78.04,55.79
115,4.6,18,player,1,104.08,43.07
120,4.8,14,player,0,59.56,57.68
120,4.8,15,player,0,56.22,55.42
120,4.8,28,player,1,59.86,58.0
120,4.8,18,player,1,50.88,59.91
120,4.8,11,referee,3,57.9,57.37
125,5.0,30,referee,3,63.65,60.21
125,5.0,14,player,0,61.72,58.17
125,5.0,31,player,0,61.7,58.28
125,5.0,28,player,0,61.96,58.41
125,5.0,32,player,0,59.12,56.06
125,5.0,15,player,0,59.75,56.38
125,5.0,18,player,1,59.69,57.48
125,5.0,27,player,0,58.46,55.27
130,5.2,28,player,1,56.2,58.72
130,5.2,33,player,1,75.37,40.97
130,5.2,34,player,1,90.76,53.36
130,5.2,30,referee,3,102.45,70.04
130,5.2,35,player,1,67.84,49.36
130,5.2,14,player,0,51.61,55.99
130,5.2,32,player,0,51.34,35.65
130,5.2,36,player,1,41.64,42.95
130,5.2,11,referee,3,55.46,45.64
130,5.2,27,player,0,40.23,35.1
130,5.2,15,player,0,39.71,40.22
135,5.4,14,player,0,48.47,57.73
135,5.4,33,player,1,75.24,40.1
135,5.4,38,player,1,45.5,36.81
135,5.4,9,player,0,60.6,52.06
135,5.4,28,player,1,52.92,60.72
135,5.4,30,referee,3,103.09,74.47
135,5.4,37,player,0,39.51,44.74
135,5.4,15,player,0,37.51,38.54
135,5.4,18,player,0,77.94,33.39
135,5.4,36,player,1,38.74,41.33
135,5.4,11,referee,3,53.04,44.59
135,5.4,32,player,0,50.93,34.36
140,5.6,39,player,1,74.0,64.08
140,5.6,30,referee,3,102.76,72.87
140,5.6,33,player,1,75.18,40.38
140,5.6,28,player,1,52.1,61.43
140,5.6,40,player,1,51.49,25.51
140,5.6,11,referee,3,51.82,45.32
140,5.6,37,player,0,37.88,45.28
140,5.6,36,player,1,37.32,42.14
140,5.6,20,player,0,37.6,33.64
140,5.6,15,player,0,35.8,39.06
145,5.8,37,player,0,36.51,44.78
145,5.8,39,player,1,71.76,64.09
145,5.8,30,referee,3,102.77,75.0
145,5.8,33,player,1,74.93,40.19
145,5.8,36,player,1,36.19,41.54
145,5.8,40,player,1,51.57,24.51
145,5.8,23,player,1,80.2,32.28
145,5.8,15,player,0,34.83,38.22
145,5.8,11,referee,3,50.71,45.07
145,5.8,20,player,0,37.06,32.4
150,6.0,33,player,1,74.84,40.85
150,6.0,30,referee,3,103.12,74.18
150,6.0,39,player,1,71.15,62.35
150,6.0,13,player,1,67.4,51.73
150,6.0,36,player,1,36.19,42.19
150,6.0,40,player,1,50.36,24.8
150,6.0,32,player,0,49.44,35.27
150,6.0,11,referee,3,50.59,45.39
150,6.0,23,player,1,80.04,32.4
150,6.0,20,player,0,36.9,33.36
150,6.0,15,player,0,34.56,38.73
155,6.2,30,referee,3,102.59,75.44
155,6.2,42,player,1,90.44,55.68
155,6.2,41,player,0,47.32,61.37
155,6.2,13,player,1,67.34,52.11
155,6.2,15,player,0,34.52,38.98
155,6.2,43,player,1,43.82,37.32
155,6.2,36,player,1,35.65,42.32
155,6.2,32,player,0,49.28,35.56
155,6.2,20,player,0,37.27,33.65
155,6.2,39,player,1,69.65,62.05
155,6.2,40,player,1,50.15,24.62
155,6.2,44,player,1,40.7,39.65
155,6.2,33,player,1,74.21,41.2
155,6.2,23,player,1,80.07,32.69
155,6.2,11,referee,3,49.97,45.37
155,6.2,26,referee,3,30.71,14.97
160,6.4,13,player,1,67.84,52.74
160,6.4,33,player,1,73.5,41.05
160,6.4,30,referee,3,102.26,75.45
160,6.4,45,goalkeeper,2,16.07,41.03
160,6.4,41,player,0,47.68,61.8
160,6.4,20,player,0,36.81,33.6
160,6.4,42,player,1,90.03,55.73
160,6.4,36,player,1,35.38,42.67
160,6.4,43,player,1,43.62,37.47
160,6.4,44,player,1,40.87,40.69
160,6.4,15,player,0,34.03,39.16
160,6.4,46,player,0,78.19,34.89
160,6.4,32,player,0,48.95,35.9
160,6.4,11,referee,3,49.72,45.79
160,6.4,39,player,1,68.28,61.08
160,6.4,23,player,1,79.93,32.58
160,6.4,26,referee,3,30.34,15.04
165,6.6,45,goalkeeper,2,16.26,41.28
165,6.6,32,player,0,48.77,36.3
165,6.6,30,referee,3,102.17,75.53
165,6.6,42,player,1,89.56,55.92
165,6.6,13,player,1,68.47,53.27
165,6.6,41,player,0,48.09,62.03
165,6.6,20,player,0,36.76,33.92
165,6.6,36,player,1,35.43,43.22
165,6.6,43,player,1,43.53,37.7
165,6.6,15,player,0,33.84,39.55
165,6.6,44,player,1,40.93,41.39
165,6.6,39,player,1,67.42,61.34
165,6.6,11,referee,3,49.58,45.73
165,6.6,26,referee,3,30.1,15.04
165,6.6,23,player,1,79.79,32.61
170,6.8,30,referee,3,102.23,74.34
170,6.8,13,player,1,69.3,53.0
170,6.8,41,player,0,49.33,61.9
170,6.8,42,player,1,89.78,55.74
170,6.8,47,player,0,35.89,46.91
170,6.8,20,player,0,36.72,34.47
170,6.8,44,player,1,41.17,42.12
170,6.8,36,player,1,35.51,43.24
170,6.8,45,goalkeeper,2,16.43,41.28
170,6.8,43,player,1,43.13,37.68
170,6.8,32,player,0,48.32,36.52
170,6.8,23,player,1,79.64,32.85
170,6.8,18,player,0,76.96,36.2
170,6.8,39,player,1,66.42,59.44
170,6.8,15,player,0,33.75,39.75
170,6.8,26,referee,3,28.78,15.41
170,6.8,11,player,0,49.61,45.43
175,7.0,13,player,1,69.62,52.81
175,7.0,30,referee,3,101.87,74.02
175,7.0,45,goalkeeper,2,16.27,40.94
175,7.0,49,player,1,54.54,65.02
175,7.0,42,player,1,90.06,56.26
175,7.0,48,player,0,62.97,59.01
175,7.0,41,player,0,49.56,61.68
175,7.0,20,player,0,36.47,34.1
175,7.0,32,player,0,48.15,36.81
175,7.0,47,player,0,35.76,46.55
175,7.0,44,player,1,41.33,42.68
175,7.0,4,player,1,79.89,32.88
175,7.0,36,player,1,35.41,43.01
175,7.0,43,player,1,43.21,37.97
175,7.0,39,player,1,64.95,57.6
175,7.0,18,player,0,76.35,36.39
175,7.0,15,player,0,33.55,39.45
175,7.0,11,referee,3,49.61,45.38
175,7.0,26,referee,3,28.71,15.47
180,7.2,30,referee,3,101.58,74.13
180,7.2,49,player,1,53.97,64.53
180,7.2,47,player,0,36.32,46.7
180,7.2,48,player,0,62.05,58.5
180,7.2,42,player,1,90.2,56.2
180,7.2,4,player,1,80.19,32.82
180,7.2,39,player,1,64.71,58.08
180,7.2,41,player,0,49.71,61.55
180,7.2,44,player,1,41.28,43.12
180,7.2,20,player,0,36.69,34.29
180,7.2,36,player,1,35.36,42.82
180,7.2,32,player,0,47.87,36.67
180,7.2,43,player,1,43.03,38.0
180,7.2,45,goalkeeper,2,16.38,40.99
180,7.2,11,referee,3,49.64,45.33
180,7.2,15,player,0,33.68,39.62
180,7.2,26,referee,3,28.64,15.37
185,7.4,30,referee,3,101.53,74.21
185,7.4,48,player,0,61.22,58.41
185,7.4,49,player,1,53.41,64.38
185,7.4,42,player,1,90.82,56.45
185,7.4,36,player,1,35.5,42.89
185,7.4,41,player,0,49.72,61.52
185,7.4,47,player,0,36.75,46.94
185,7.4,4,player,1,80.58,33.38
185,7.4,44,player,1,41.52,43.96
185,7.4,39,player,1,64.3,58.4
185,7.4,20,player,0,36.63,34.11
185,7.4,43,player,1,42.81,38.07
185,7.4,32,player,0,47.58,36.51
185,7.4,45,goalkeeper,2,16.41,41.15
185,7.4,11,referee,3,49.81,45.63
185,7.4,15,player,0,33.94,39.77
185,7.4,26,referee,3,28.68,15.42
190,7.6,45,goalkeeper,2,16.42,40.92
190,7.6,30,referee,3,101.57,74.15
190,7.6,42,player,1,90.95,56.22
190,7.6,48,player,0,60.24,58.05
190,7.6,49,player,1,52.61,63.93
190,7.6,39,player,1,63.4,57.98
190,7.6,4,player,1,80.76,32.84
190,7.6,41,player,0,49.0,60.86
190,7.6,50,player,0,66.88,62.45
190,7.6,44,player,1,41.63,44.36
190,7.6,43,player,1,42.61,37.97
190,7.6,47,player,0,37.32,47.07
190,7.6,32,player,0,47.48,36.55
190,7.6,13,player,0,69.36,52.55
190,7.6,36,player,1,35.61,42.8
190,7.6,20,player,0,36.65,33.84
190,7.6,15,player,0,34.03,39.52
190,7.6,26,referee,3,28.87,15.29
190,7.6,11,referee,3,49.57,45.13
195,7.8,45,goalkeeper,2,16.32,40.89
195,7.8,33,player,0,73.47,38.4
195,7.8,49,player,1,52.09,63.82
195,7.8,4,player,1,81.0,32.76
195,7.8,48,player,0,59.25,58.03
195,7.8,50,player,0,67.22,62.61
195,7.8,30,referee,3,101.66,74.29
195,7.8,44,player,1,42.01,45.47
195,7.8,39,player,1,62.8,58.12
195,7.8,13,player,0,69.85,52.69
195,7.8,38,player,1,42.59,38.25
195,7.8,41,player,0,48.91,61.11
195,7.8,20,player,0,36.82,34.03
195,7.8,32,player,0,47.44,36.58
195,7.8,47,player,0,37.77,46.97
195,7.8,11,referee,3,49.65,45.26
195,7.8,36,player,1,36.05,42.88
195,7.8,42,player,1,91.49,56.13
195,7.8,26,referee,3,29.15,15.21
195,7.8,15,player,0,34.52,39.79
200,8.0,45,goalkeeper,2,16.1,40.77
200,8.0,39,player,1,61.52,57.97
200,8.0,42,player,1,91.26,56.26
200,8.0,4,player,1,81.21,32.74
200,8.0,30,referee,3,101.18,75.54
200,8.0,50,player,0,67.13,62.99
200,8.0,49,player,1,50.62,63.96
200,8.0,13,player,0,69.67,52.35
200,8.0,20,player,0,37.04,33.72
200,8.0,11,referee,3,49.67,45.48
200,8.0,32,player,0,47.24,36.2
200,8.0,36,player,1,36.16,42.75
200,8.0,47,player,0,38.25,47.49
200,8.0,26,referee,3,30.31,15.21
200,8.0,15,player,0,35.37,40.6
205,8.2,39,player,1,62.87,56.33
205,8.2,4,player,1,80.89,33.04
205,8.2,30,referee,3,103.13,72.61
205,8.2,45,goalkeeper,2,18.07,40.23
205,8.2,49,player,1,53.05,61.36
205,8.2,42,player,1,92.53,54.85
205,8.2,20,player,0,37.09,33.86
205,8.2,32,player,0,47.21,36.05
205,8.2,11,referee,3,50.89,44.79
205,8.2,51,player,1,73.55,53.53
205,8.2,47,player,0,40.63,46.65
205,8.2,36,player,1,37.43,42.03
205,8.2,15,player,0,36.01,39.29
205,8.2,13,player,0,71.14,51.26
205,8.2,26,referee,3,28.09,15.81
210,8.4,50,player,0,69.36,59.53
210,8.4,4,player,1,81.15,32.87
210,8.4,45,goalkeeper,2,18.35,40.35
210,8.4,30,referee,3,103.27,72.55
210,8.4,39,player,1,62.36,56.16
210,8.4,42,player,1,92.83,54.72
210,8.4,49,player,1,52.45,60.94
210,8.4,20,player,0,37.08,33.62
210,8.4,47,player,0,41.22,46.71
210,8.4,51,player,1,74.24,54.22
210,8.4,15,player,0,36.6,39.27
210,8.4,11,referee,3,51.12,44.61
210,8.4,36,player,1,37.53,41.7
210,8.4,13,player,0,71.33,51.19
210,8.4,26,referee,3,28.48,15.67
210,8.4,32,player,0,47.47,36.07
215,8.6,11,referee,3,51.5,44.73
215,8.6,9,player,0,57.81,56.63
215,8.6,42,player,1,93.22,54.63
215,8.6,30,referee,3,103.38,72.51
215,8.6,39,player,1,61.52,55.9
215,8.6,50,player,0,69.82,59.43
215,8.6,49,player,1,52.04,60.69
215,8.6,51,player,1,74.48,54.53
215,8.6,20,player,0,36.96,33.37
215,8.6,4,player,1,81.58,32.89
215,8.6,32,player,0,47.86,36.16
215,8.6,45,goalkeeper,2,18.37,40.42
215,8.6,47,player,0,41.88,46.85
215,8.6,36,player,1,38.05,42.07
215,8.6,12,player,0,37.61,40.07
215,8.6,13,player,0,71.31,50.67
220,8.8,49,player,1,51.61,60.39
220,8.8,30,referee,3,103.54,72.52
220,8.8,39,player,1,61.14,56.05
220,8.8,45,goalkeeper,2,18.49,40.34
220,8.8,42,player,1,93.35,54.12
220,8.8,4,player,1,81.74,32.69
220,8.8,43,player,1,42.11,37.38
220,8.8,20,player,0,37.1,33.32
220,8.8,9,player,0,57.09,56.5
220,8.8,51,player,1,74.75,54.76
220,8.8,50,player,0,69.94,58.95
220,8.8,11,referee,3,51.68,44.65
220,8.8,32,player,0,47.91,36.08
220,8.8,13,player,0,71.64,50.85
220,8.8,47,player,0,42.4,47.2
225,9.0,39,player,1,59.32,57.39
225,9.0,9,player,0,54.87,57.81
225,9.0,45,goalkeeper,2,18.01,39.69
225,9.0,30,referee,3,102.57,76.71
225,9.0,42,player,1,92.55,55.64
225,9.0,4,player,1,82.52,32.04
225,9.0,49,player,1,49.1,62.15
225,9.0,51,player,1,74.02,56.65
225,9.0,43,player,1,42.18,36.44
225,9.0,20,player,0,37.77,32.34
225,9.0,15,player,1,38.73,42.5
225,9.0,13,player,0,71.09,52.01
225,9.0,32,player,0,48.25,34.94
225,9.0,47,player,1,42.78,48.22
225,9.0,11,referee,3,51.59,44.68
230,9.2,11,referee,3,51.91,44.75
230,9.2,39,player,1,58.62,57.42
230,9.2,4,player,1,82.78,31.79
230,9.2,30,referee,3,102.76,76.83
230,9.2,42,player,1,91.89,54.36
230,9.2,9,player,0,54.53,57.79
230,9.2,54,player,1,66.91,42.4
230,9.2,50,player,0,68.66,59.5
230,9.2,49,player,1,48.64,61.65
230,9.2,53,player,0,45.33,58.24
230,9.2,15,player,1,38.55,41.9
230,9.2,51,player,1,74.08,56.72
230,9.2,43,player,1,42.22,36.59
230,9.2,47,player,1,43.43,48.98
230,9.2,13,player,0,70.95,51.48
230,9.2,45,goalkeeper,2,17.95,39.55
230,9.2,32,player,0,48.5,35.01
235,9.4,39,player,1,59.49,55.6
235,9.4,42,player,1,91.56,51.23
235,9.4,45,goalkeeper,2,18.82,40.01
235,9.4,53,player,0,46.24,55.37
235,9.4,30,referee,3,103.92,72.41
235,9.4,54,player,1,66.87,42.22
235,9.4,9,player,0,55.56,56.06
235,9.4,49,player,1,50.56,59.39
235,9.4,50,player,0,70.11,57.33
235,9.4,51,player,1,75.09,55.02
235,9.4,43,player,1,41.76,36.59
235,9.4,11,referee,3,52.64,44.41
235,9.4,55,player,1,40.25,23.34
235,9.4,44,player,1,44.92,48.75
235,9.4,4,player,1,82.57,31.92
235,9.4,13,player,0,71.6,50.32
235,9.4,15,player,1,38.73,41.32
240,9.6,45,goalkeeper,2,19.14,40.08
240,9.6,39,player,1,58.96,55.55
240,9.6,51,player,1,75.36,55.12
240,9.6,9,player,0,55.19,55.95
240,9.6,53,player,0,46.32,55.44
240,9.6,50,player,0,69.96,56.59
240,9.6,4,player,1,82.79,31.8
240,9.6,49,player,1,50.31,59.31
240,9.6,11,referee,3,53.02,44.37
240,9.6,44,player,1,45.37,49.25
240,9.6,42,player,1,91.12,50.85
240,9.6,15,player,1,39.42,41.78
240,9.6,43,player,1,41.75,36.37
240,9.6,55,player,1,40.15,23.33
240,9.6,52,player,0,69.73,38.48
240,9.6,30,referee,3,104.15,72.53
240,9.6,13,player,0,71.53,50.0
245,9.8,30,referee,3,104.16,72.71
245,9.8,39,player,1,58.53,55.58
245,9.8,51,player,1,75.45,55.02
245,9.8,45,goalkeeper,2,19.18,39.96
245,9.8,42,player,1,91.03,50.64
245,9.8,52,player,0,69.83,38.16
245,9.8,9,player,0,54.47,55.66
245,9.8,4,player,1,82.76,31.22
245,9.8,49,player,1,49.84,58.89
245,9.8,53,player,0,45.66,54.48
245,9.8,15,player,1,39.9,42.03
245,9.8,55,player,1,40.23,23.11
245,9.8,47,player,1,45.82,49.34
245,9.8,7,player,0,39.32,37.92
245,9.8,13,player,0,71.5,49.83
245,9.8,11,referee,3,53.38,44.39
250,10.0,30,referee,3,101.85,75.28
250,10.0,45,goalkeeper,2,17.43,39.77
250,10.0,9,player,0,51.68,56.89
250,10.0,39,player,1,55.93,56.7
250,10.0,42,player,1,89.89,50.13
250,10.0,51,player,1,73.86,55.65
250,10.0,50,player,0,67.95,56.24
250,10.0,13,player,0,70.1,50.05
250,10.0,4,player,1,83.23,29.99
250,10.0,53,player,0,42.47,54.61
250,10.0,52,player,0,69.68,37.07
250,10.0,49,player,1,46.74,60.57
250,10.0,47,player,1,44.14,49.87
250,10.0,55,player,1,41.76,21.49
250,10.0,11,referee,3,52.46,44.03
250,10.0,38,player,1,41.57,35.56
255,10.2,45,goalkeeper,2,17.68,39.39
255,10.2,42,player,1,89.76,49.46
255,10.2,54,player,1,65.51,41.48
255,10.2,39,player,1,55.05,56.36
255,10.2,4,player,1,83.45,29.4
255,10.2,30,referee,3,101.94,75.17
255,10.2,51,player,1,73.8,55.34
255,10.2,50,player,0,67.89,55.5
255,10.2,49,player,1,46.04,59.72
255,10.2,13,player,0,69.65,49.19
255,10.2,9,player,0,50.82,56.39
255,10.2,47,player,1,44.24,49.6
255,10.2,38,player,1,41.66,35.34
